biosample_summary,Biosample term name,Biosample term id,Experiment accession,Assay,Output type,File format,Library made from,Library depleted in,Biological replicate(s),Technical replicate,Biosample type,Biosample life stage,Biosample sex,Biosample Age,Audit WARNING,Audit INTERNAL_ACTION,Audit NOT_COMPLIANT,Audit ERROR,Biosample treatments,Biosample subcellular fraction term name,Library extraction method,Library lysis method,Library strand specific,Project,Lab,Experiment date released,Derived from,Size,md5sum,File accession,File download URL,Assembly,File Status,Biosample organism,Biosample phase,Biosample synchronization stage,Experiment target,Antibody accession,RBNS protein concentration,Library fragmentation method,Library size range,Read length,Mapped read length,Run type,Paired end,Paired with,Platform,Controlled by,Library crosslinking method,dbxrefs
endothelial cell of umbilical vein newborn,endothelial cell of umbilical vein,CL:0002618,ENCSR654UPQ,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,2,-,primary cell,newborn,unknown,unknown,"inconsistent platforms, missing spikeins, low read depth",-,"insufficient read depth, missing spikeins",-,-,-,see document,see document,"False, True",ENCODE,ENCODE Processing Pipeline,1/17/12,"ENCFF826ONU, ENCFF836WAG",9712398,c5d8af249f958a33e836205319e05a70,ENCFF462RGP,https://www.encodeproject.org/files/ENCFF462RGP/@@download/ENCFF462RGP.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
endothelial cell of umbilical vein nuclear fraction male newborn,endothelial cell of umbilical vein,CL:0002618,ENCSR000CPB,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,rRNA,4,1.0,primary cell,newborn,male,unknown,-,-,-,-,-,nucleus,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,10/17/11,"ENCFF272BUG, ENCFF826ONU",9487340,5ee5e0213adc45313b6a9d428b2e0603,ENCFF809ETA,https://www.encodeproject.org/files/ENCFF809ETA/@@download/ENCFF809ETA.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
endothelial cell of umbilical vein nuclear fraction male newborn,endothelial cell of umbilical vein,CL:0002618,ENCSR000CPB,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,rRNA,3,1.0,primary cell,newborn,male,unknown,-,-,-,-,-,nucleus,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,10/17/11,"ENCFF023IYW, ENCFF826ONU",9498976,934bf0debd245a68fca49c5aac52087c,ENCFF492RYM,https://www.encodeproject.org/files/ENCFF492RYM/@@download/ENCFF492RYM.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
epithelial cell of proximal tubule,epithelial cell of proximal tubule,CL:0002306,ENCSR000EPW,DNase-seq,peaks,bed narrowPeak,DNA,-,"1, 2",-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",5/4/11,"ENCFF001EFB, ENCFF001EFG",1591073,e747243706038551c9ba7bbb8bd83f68,ENCFF001SSE,https://www.encodeproject.org/files/ENCFF001SSE/@@download/ENCFF001SSE.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
epithelial cell of proximal tubule,epithelial cell of proximal tubule,CL:0002306,ENCSR000EPW,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",5/4/11,ENCFF001EFB,1950103,6ae89fcdc18af8982e4b7a38dd41c5f9,ENCFF001WSF,https://www.encodeproject.org/files/ENCFF001WSF/@@download/ENCFF001WSF.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
epithelial cell of proximal tubule,epithelial cell of proximal tubule,CL:0002306,ENCSR000EPW,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",5/4/11,ENCFF001EFG,2049542,238583061f4b75d245ecf69f2b85f3dd,ENCFF001WSG,https://www.encodeproject.org/files/ENCFF001WSG/@@download/ENCFF001WSG.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
epithelial cell of proximal tubule,epithelial cell of proximal tubule,CL:0002306,ENCSR000EPW,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,5/4/11,"ENCFF163ZHO, ENCFF615EXP",872692,3ce7d68e9397ed0b84946ffc0f0a1651,ENCFF926BER,https://www.encodeproject.org/files/ENCFF926BER/@@download/ENCFF926BER.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
epithelial cell of proximal tubule,epithelial cell of proximal tubule,CL:0002306,ENCSR000EPW,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,5/4/11,"ENCFF130SOL, ENCFF163ZHO",974984,f11bd358a0e5fce0f5b5144a34084ac9,ENCFF113GMS,https://www.encodeproject.org/files/ENCFF113GMS/@@download/ENCFF113GMS.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
epithelial cell of proximal tubule,epithelial cell of proximal tubule,CL:0002306,ENCSR000EPW,DNase-seq,raw signal,bigWig,DNA,-,1,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",5/4/11,ENCFF001EFB,155347268,f26c2595df8bc280ad7f140b039404c3,ENCFF001EFF,https://www.encodeproject.org/files/ENCFF001EFF/@@download/ENCFF001EFF.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
epithelial cell of proximal tubule,epithelial cell of proximal tubule,CL:0002306,ENCSR000EPW,DNase-seq,raw signal,bigWig,DNA,-,2,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",5/4/11,ENCFF001EFG,176770203,85f4acbac3dfbf680a5ab6506f4ca091,ENCFF001EFH,https://www.encodeproject.org/files/ENCFF001EFH/@@download/ENCFF001EFH.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
epithelial cell of proximal tubule,epithelial cell of proximal tubule,CL:0002306,ENCSR118TVR,RNA-seq,gene quantifications,tsv,RNA,rRNA,2,1.0,primary cell,unknown,unknown,unknown,-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,6/17/15,"ENCFF420XTU, ENCFF826ONU",9550703,65058519519fdad841153069ed9ce4e4,ENCFF380AIN,https://www.encodeproject.org/files/ENCFF380AIN/@@download/ENCFF380AIN.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
epithelial cell of proximal tubule,epithelial cell of proximal tubule,CL:0002306,ENCSR118TVR,RNA-seq,gene quantifications,tsv,RNA,rRNA,1,1.0,primary cell,unknown,unknown,unknown,-,-,-,-,-,-,see document,see document,TRUE,ENCODE,ENCODE Processing Pipeline,6/17/15,"ENCFF443DBW, ENCFF826ONU",9563324,806ae1db2f3b71f462de2eeb717cd711,ENCFF129BNX,https://www.encodeproject.org/files/ENCFF129BNX/@@download/ENCFF129BNX.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of arm male adult (53 years),fibroblast of arm,CL:2000015,ENCSR217TAW,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,adult,male,53 year,-,-,-,-,-,-,-,-,False,ENCODE,"John Stamatoyannopoulos, UW",6/17/15,ENCFF891FEI,3776650,d9c57224dbfc130abb242eae16ac93e5,ENCFF292DPS,https://www.encodeproject.org/files/ENCFF292DPS/@@download/ENCFF292DPS.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-
fibroblast of arm male adult (53 years),fibroblast of arm,CL:2000015,ENCSR217TAW,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,adult,male,53 year,-,-,-,-,-,-,-,-,False,ENCODE,"John Stamatoyannopoulos, UW",6/17/15,ENCFF324QQR,4090889,8ed6d0b98135d4047f72d5652eda5ab8,ENCFF940FPK,https://www.encodeproject.org/files/ENCFF940FPK/@@download/ENCFF940FPK.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-
fibroblast of arm male adult (53 years),fibroblast of arm,CL:2000015,ENCSR217TAW,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,adult,male,53 year,-,-,-,-,-,-,-,-,False,ENCODE,ENCODE Processing Pipeline,6/17/15,"ENCFF163ZHO, ENCFF226CWH",4206739,ae51ff3953e3368139c784146ec4bff9,ENCFF698JQB,https://www.encodeproject.org/files/ENCFF698JQB/@@download/ENCFF698JQB.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of arm male adult (53 years),fibroblast of arm,CL:2000015,ENCSR217TAW,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,adult,male,53 year,-,-,-,-,-,-,-,-,False,ENCODE,ENCODE Processing Pipeline,6/17/15,"ENCFF163ZHO, ENCFF634CYI",2898348,a8c619bb92b86443d6a6d2faa1dceac8,ENCFF413WOM,https://www.encodeproject.org/files/ENCFF413WOM/@@download/ENCFF413WOM.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of arm male adult (53 years),fibroblast of arm,CL:2000015,ENCSR217TAW,DNase-seq,signal of unique reads,bigWig,DNA,-,1,-,primary cell,adult,male,53 year,-,-,-,-,-,-,-,-,False,ENCODE,"John Stamatoyannopoulos, UW",6/17/15,ENCFF324QQR,319575120,cc0ffa8818bc061e12bc1d9248c27f2e,ENCFF461KYF,https://www.encodeproject.org/files/ENCFF461KYF/@@download/ENCFF461KYF.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-
fibroblast of arm male adult (53 years),fibroblast of arm,CL:2000015,ENCSR217TAW,DNase-seq,signal of unique reads,bigWig,DNA,-,2,-,primary cell,adult,male,53 year,-,-,-,-,-,-,-,-,False,ENCODE,"John Stamatoyannopoulos, UW",6/17/15,ENCFF891FEI,231116009,6d342969f0f961e37e77517807822cec,ENCFF569XDH,https://www.encodeproject.org/files/ENCFF569XDH/@@download/ENCFF569XDH.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,36.0,-,-,-,-,-,-,-,-
fibroblast of arm male adult (53 years),fibroblast of arm,CL:2000015,ENCSR510QZW,RNA-seq,gene quantifications,tsv,RNA,-,1,1.0,primary cell,adult,male,53 year,-,-,-,-,-,-,Ambion mirVana,Ambion mirVana,FALSE,ENCODE,ENCODE Processing Pipeline,5/3/16,"ENCFF130WOZ, ENCFF826ONU",9670220,6bd5e1171703eb744e735ff9e382026a,ENCFF833SXA,https://www.encodeproject.org/files/ENCFF833SXA/@@download/ENCFF833SXA.tsv,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of arm male adult (53 years),fibroblast of arm,CL:2000015,ENCSR510QZW,RNA-seq,gene quantifications,tsv,RNA,-,2,1.0,primary cell,adult,male,53 year,-,-,-,-,-,-,Ambion mirVana,Ambion mirVana,FALSE,ENCODE,ENCODE Processing Pipeline,5/3/16,"ENCFF120GMX, ENCFF826ONU",9670858,b04f838f026d2957df37a88763091c31,ENCFF818LFV,https://www.encodeproject.org/files/ENCFF818LFV/@@download/ENCFF818LFV.tsv,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of arm male adult (53 years),fibroblast of arm,CL:2000015,ENCSR510QZW,RNA-seq,gene quantifications,tsv,RNA,-,1,-,primary cell,adult,male,53 year,-,-,-,-,-,-,Ambion mirVana,Ambion mirVana,FALSE,ENCODE,ENCODE Processing Pipeline,5/3/16,"ENCFF348SEA, ENCFF826ONU",9670215,67d7f75dc654bc850c2dfa9614d04c9d,ENCFF830AEN,https://www.encodeproject.org/files/ENCFF830AEN/@@download/ENCFF830AEN.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of arm male adult (53 years),fibroblast of arm,CL:2000015,ENCSR510QZW,RNA-seq,gene quantifications,tsv,RNA,-,2,-,primary cell,adult,male,53 year,-,-,-,-,-,-,Ambion mirVana,Ambion mirVana,FALSE,ENCODE,ENCODE Processing Pipeline,5/3/16,"ENCFF826ONU, ENCFF991SCO",9670870,4d8b9fd9b5d1b412f8b98ca83fe8a960,ENCFF213LWA,https://www.encodeproject.org/files/ENCFF213LWA/@@download/ENCFF213LWA.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of arm male adult (53 years),fibroblast of arm,CL:2000015,ENCSR797BPP,RNA-seq,gene quantifications,tsv,RNA,rRNA,2,1.0,primary cell,adult,male,53 year,-,-,-,-,-,-,see document,see document,True,ENCODE,ENCODE Processing Pipeline,6/30/14,"ENCFF791UML, ENCFF826ONU",9517666,e695262d29249120665fd22334902382,ENCFF640FPG,https://www.encodeproject.org/files/ENCFF640FPG/@@download/ENCFF640FPG.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of arm male adult (53 years),fibroblast of arm,CL:2000015,ENCSR797BPP,RNA-seq,gene quantifications,tsv,RNA,rRNA,1,1.0,primary cell,adult,male,53 year,-,-,-,-,-,-,see document,see document,True,ENCODE,ENCODE Processing Pipeline,6/30/14,"ENCFF707GNC, ENCFF826ONU",9504335,ccf8544b7a7afe5aa42824d7e7418b4f,ENCFF704TVE,https://www.encodeproject.org/files/ENCFF704TVE/@@download/ENCFF704TVE.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of dermis female adult,fibroblast of dermis,CL:0002551,ENCSR000EPO,DNase-seq,peaks,bed narrowPeak,DNA,-,"1, 2",-,primary cell,adult,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,"ENCFF001EBP, ENCFF001EBS",2229391,085491c80e51fa1c6d4085f34c19ce0c,ENCFF001SRY,https://www.encodeproject.org/files/ENCFF001SRY/@@download/ENCFF001SRY.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of dermis female adult,fibroblast of dermis,CL:0002551,ENCSR000EPO,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,adult,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,ENCFF001CBU,3423358,2ba7fe2760bd9bd7e867853bc7fa7aad,ENCFF001WBW,https://www.encodeproject.org/files/ENCFF001WBW/@@download/ENCFF001WBW.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of dermis female adult,fibroblast of dermis,CL:0002551,ENCSR000EPO,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,adult,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,ENCFF001EBS,2593752,02b283d02f45d914ab86fddeadc9da1b,ENCFF001WRA,https://www.encodeproject.org/files/ENCFF001WRA/@@download/ENCFF001WRA.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of dermis female adult,fibroblast of dermis,CL:0002551,ENCSR000EPO,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,adult,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,ENCFF001EBP,2663849,07f16e0860e3a6da3c944d53cb676931,ENCFF001WQZ,https://www.encodeproject.org/files/ENCFF001WQZ/@@download/ENCFF001WQZ.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of dermis female adult,fibroblast of dermis,CL:0002551,ENCSR000EPO,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,adult,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,12/14/10,"ENCFF053XON, ENCFF163ZHO",3643720,5ef55c735dca6f7d618ff36c78eab156,ENCFF273CHB,https://www.encodeproject.org/files/ENCFF273CHB/@@download/ENCFF273CHB.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of dermis female adult,fibroblast of dermis,CL:0002551,ENCSR000EPO,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,adult,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,12/14/10,"ENCFF163ZHO, ENCFF756PRF",1636675,9ba0b0e675e2e289aa35c2fdee418ccf,ENCFF986PAK,https://www.encodeproject.org/files/ENCFF986PAK/@@download/ENCFF986PAK.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of dermis female adult,fibroblast of dermis,CL:0002551,ENCSR000EPO,DNase-seq,raw signal,bigWig,DNA,-,1,-,primary cell,adult,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,ENCFF001CBU,291559597,0a8da4ac9fd62103fb6cd51585c1a2b9,ENCFF001CAF,https://www.encodeproject.org/files/ENCFF001CAF/@@download/ENCFF001CAF.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of dermis female adult,fibroblast of dermis,CL:0002551,ENCSR000EPO,DNase-seq,signal,bigWig,DNA,-,1,-,primary cell,adult,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,ENCFF001CBU,384462639,6afa418f06f5e2607d8c79722c4c0909,ENCFF001CAG,https://www.encodeproject.org/files/ENCFF001CAG/@@download/ENCFF001CAG.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of dermis female adult,fibroblast of dermis,CL:0002551,ENCSR000EPO,DNase-seq,raw signal,bigWig,DNA,-,2,-,primary cell,adult,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,ENCFF001EBS,138343212,f96a43bc7900c50cdfae71e84305f6d3,ENCFF001EBT,https://www.encodeproject.org/files/ENCFF001EBT/@@download/ENCFF001EBT.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of dermis female adult,fibroblast of dermis,CL:0002551,ENCSR000EPO,DNase-seq,raw signal,bigWig,DNA,-,1,-,primary cell,adult,female,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/14/10,ENCFF001EBP,128308154,9d2b0cd1ab6c8686751ad8c8b0ca0e57,ENCFF001EBR,https://www.encodeproject.org/files/ENCFF001EBR/@@download/ENCFF001EBR.bigWig,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of dermis female adult (44 years) and female adult (55 years),fibroblast of dermis,CL:0002551,ENCSR000CUH,RNA-seq,gene quantifications,tsv,RNA,rRNA,1,1.0,primary cell,adult,female,"44 year, 55 year",-,-,-,-,-,-,see document,see document,True,ENCODE,ENCODE Processing Pipeline,6/21/12,"ENCFF103VJE, ENCFF826ONU",9534142,97c0c1163099ee38e2f834cc4dd6cd2e,ENCFF870JUS,https://www.encodeproject.org/files/ENCFF870JUS/@@download/ENCFF870JUS.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of dermis female adult (44 years) and female adult (55 years),fibroblast of dermis,CL:0002551,ENCSR000CUH,RNA-seq,gene quantifications,tsv,RNA,rRNA,2,1.0,primary cell,adult,female,"44 year, 55 year",-,-,-,-,-,-,see document,see document,True,ENCODE,ENCODE Processing Pipeline,6/21/12,"ENCFF504EQI, ENCFF826ONU",9545573,b7ef942ed8e590dbb0e503614473818c,ENCFF353DEP,https://www.encodeproject.org/files/ENCFF353DEP/@@download/ENCFF353DEP.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of lung,fibroblast of lung,CL:0002553,ENCSR000EOJ,DNase-seq,peaks,bed narrowPeak,DNA,-,"1, 2",-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,"ENCFF001DKL, ENCFF001DKM",1484881,07e2df1ec0269d0bd7d6847d3d65daf0,ENCFF001SRO,https://www.encodeproject.org/files/ENCFF001SRO/@@download/ENCFF001SRO.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of lung,fibroblast of lung,CL:0002553,ENCSR000EOJ,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001BLY,2708428,7bddd320034dccb66c16056c98395e71,ENCFF001WAU,https://www.encodeproject.org/files/ENCFF001WAU/@@download/ENCFF001WAU.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of lung,fibroblast of lung,CL:0002553,ENCSR000EOJ,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001DKM,1921451,921b53dc3d0810f58fd4d75f359bd5b6,ENCFF001WLW,https://www.encodeproject.org/files/ENCFF001WLW/@@download/ENCFF001WLW.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of lung,fibroblast of lung,CL:0002553,ENCSR000EOJ,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001DKL,1773897,15642977dda42fef0b084a469f373c40,ENCFF001WLV,https://www.encodeproject.org/files/ENCFF001WLV/@@download/ENCFF001WLV.bed.gz,hg19,archived,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of lung,fibroblast of lung,CL:0002553,ENCSR000EOJ,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,12/16/10,"ENCFF156QNE, ENCFF163ZHO",2857832,28c16bccedc0e01c0293929c08b7b6d6,ENCFF329KIL,https://www.encodeproject.org/files/ENCFF329KIL/@@download/ENCFF329KIL.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of lung,fibroblast of lung,CL:0002553,ENCSR000EOJ,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,unknown,unknown,unknown,insufficient read depth,-,-,-,-,-,see document,see document,False,ENCODE,ENCODE Processing Pipeline,12/16/10,"ENCFF163ZHO, ENCFF626JVD",1184604,0c60a2b69d7594e0f5c6631a2cb036ac,ENCFF882RAE,https://www.encodeproject.org/files/ENCFF882RAE/@@download/ENCFF882RAE.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of lung male adult (45 years),fibroblast of lung,CL:0002553,ENCSR000EPR,DNase-seq,peaks,bed narrowPeak,DNA,-,"1, 2",-,primary cell,adult,male,45 year,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,"ENCFF001CEF, ENCFF001ECO, ENCFF001ECP",1975011,2e8c951563510b7570efad330797e360,ENCFF001SSA,https://www.encodeproject.org/files/ENCFF001SSA/@@download/ENCFF001SSA.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of lung male adult (45 years),fibroblast of lung,CL:0002553,ENCSR000EPR,DNase-seq,peaks,bed narrowPeak,DNA,-,"1, 2",-,primary cell,adult,male,45 year,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001CEF,3293689,cc827a70dd31295f6b968923fb80f50c,ENCFF001WCA,https://www.encodeproject.org/files/ENCFF001WCA/@@download/ENCFF001WCA.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of lung male adult (45 years),fibroblast of lung,CL:0002553,ENCSR000EPR,DNase-seq,peaks,bed narrowPeak,DNA,-,2,-,primary cell,adult,male,45 year,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001ECP,2035213,1388768d89e3b739c26de0d7a1e81940,ENCFF001WRM,https://www.encodeproject.org/files/ENCFF001WRM/@@download/ENCFF001WRM.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fibroblast of lung male adult (45 years),fibroblast of lung,CL:0002553,ENCSR000EPR,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,primary cell,adult,male,45 year,inconsistent platforms,-,-,-,-,-,see document,see document,FALSE,ENCODE,"John Stamatoyannopoulos, UW",12/16/10,ENCFF001ECO,2364430,451d419f33ff5fc2d4830d712eb23128,ENCFF001WRL,https://www.encodeproject.org/files/ENCFF001WRL/@@download/ENCFF001WRL.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
